id	title	text
889		"Patient-Led Advocacy Group Shares Patient Perspective
han podido detectar. Esto se puede presentar con ideas de creer en cada momento de tu actividad cotidiana que tienes algún síntoma del COVID o la afirmación de que está presente en tu organismo. Reaparición de sintomatología ya controlada: hay síntomas que siguen latentes, ya no se han manifestado pero viven en nosotros y buscan la oportunidad perfecta para salir. El escenario pandémico, es un espacio muy oportuno para justificar su presencia. Sin embargo no caigamos en una visión nihilista de crisis existencial, la pandemia también nos ha dejado secuelas positivas: mayor organización social, concientización, empatía, solidaridad, higiene, cuidado de mí y del otro, responsabilidad social y atención e interés en mi salud."
890		"Patient-Led Advocacy Group Shares Patient Perspective
Si comienzas a detectar alguna sintomatología que rebase tus capacidades de afrontamiento o comienza a impedir tu desenvolvimiento, te sugerimos des un alto a tus actividades y reflexiones sobre qué sientes, qué lo propicio y que vías de soluciones tienes. Si de lo contrario, la sintomatología aumenta con el tiempo acude a un profesional de la salud.  
Erich Fromm..  
""El sentido de la vida consiste solamente en el propio acto de vivir""  
No es para nadie una sorpresa el reconocer que los niños y jóvenes movilizan al país; sin embargo la movilización para este ciclo escolar será distinta e, incluso en algunos casos, desesperanzadora. Ya está dicho, el regreso a clases será, en el caso de escuelas oficiales, a distancia; mientras que, en la mayoría de las instituciones particulares, en línea. ¿Cuál es la diferencia entre ambas?  
La opción del gobierno es una educación a distancia, la cual implica que los alumnos decidan en qué momento quieren estudiar. Los materiales tienden a ser libros, recursos audiovisuales o multimedia. La comunicación entre el profesor se da de forma asincrónica, no es necesario estar cara a cara por medio de una plataforma e incluso la impartición de las clases se apoya en recursos como la radio y la televisión.  
Por el otro lado, tenemos una educación en línea, la cual requiere de una plataforma virtual que permita realizar videollamadas grupales y mantener una comunicación sincrónica. Tanto alumnos, como profesores tendrán una comunicación virtual, gracias a que las clases son en vivo y esto beneficia debido a que las dudas de los estudiantes son aclaradas de forma inmediata y en tiempo real."
891		"Patient-Led Advocacy Group Shares Patient Perspective
Pero no sólo es este tema del que queremos hablarles, hay otro tema que está flotando en el aire y que para algunos ya empieza a ser tangible. No, no hablamos del virus pandémico (COVID-19), hablamos de las resacas a nivel emocional: la angustia, desánimo, depresión, ansiedad, pánico, obsesiones, temor a la muerte y muchas otras que se han ido desencadenando por la duración del confinamiento.  
Hoy nos toca como adultos, tener que ser eso, adultos. Ser seres maduros que tengan los recursos necesarios para afrontar lo venidero del exterior; y aún más madurez para aquellos que han forjado una familia y que tienen que ser escudos para ese núcleo. Nos imaginamos que la noticia de arrancar un ciclo escolar desde casa, modifica nuevamente nuestra estructura, nos arranca la ilusión del retorno a una cotidianeidad y nos agrega una doble responsabilidad. Sin embargo, para ello te sugerimos lo siguiente:  
Es bueno ocupar la mente en actividades, pero es aún mejor buscar momentos de reflexión personal. Disfruta los momentos, por más pequeños que sean, que te permitan tener sensaciones placenteras y diferentes a las que se empiezan a hacer presentes durante la pandemia. Mantente en comunicación con tus seres queridos, amigos o conocidos. Establece metas a corto plazo y que te sean fáciles de cumplir, sin sobre exigirte. Realiza actividades placenteras más allá de las establecidas socialmente (escuela, trabajo, etc.). Si detectas que tu estado emocional está alterando cualquier área de tu vida, busca ayuda de un profesional de la salud. No dejes que ese sentir crezca."
892		"Patient-Led Advocacy Group Shares Patient Perspective
Ante situaciones como la que vivimos actualmente, es probable que surja la angustia emocional como un remolino que todo lo atrapa y nos va debilitando para afrontar la problemática de forma adaptativa. Nos aprisiona desde el interior llenándonos de miedo, ansiedad, inquietud y tristeza.  
Sin embargo, es importante no olvidarnos como seres humanos que sentimos, pensamos y actuamos; y posiblemente nos lleven a la acción del cuidado de uno mismo y de los seres queridos. Recordar que son momentos de unión familiar, reflexión personal y de buscar soluciones asertivas a las problemáticas venideras.  
Para ello, les compartimos una serie de acciones que te protejan tu salud mental y de las personas que te rodean."
893		"Patient-Led Advocacy Group Shares Patient Perspective
Para ello, les compartimos una serie de acciones que te protejan tu salud mental y de las personas que te rodean.  
Tener una estructura en casa, establecer horarios y definir actividades y espacios que permitan el desarrollo de las labores individuales. El permanecer resguardados en casa no significa que todos deben estar juntos en todo momento. Recuerda establecer espacios personales. No son vacaciones ni tiempo libre, establece metas pero flexibles, ya que lo vivido ha cambiado nuestras rutinas, hábitos, costumbres, forma de pensar, forma de relacionarnos, lo que nos ha obligado a fomentar estrategias de adaptación. Sabemos que lo que se vive afuera es un panorama difícil pero es importante poder mirarnos, compartir nuestros sentimientos, pensamientos, dudas o miedos con las personas más cercanas. Limita tus tiempos en el uso de redes sociales y medios de comunicación que puede llegar atormentarnos. Alternarlos con música, películas, lectura … No te aísles, las emociones necesitan ser compartidas. Puedes llamar alguien, puedes escribir lo que sientes o expresarlas de una manera artística. Es normal que en ciertos momentos te sientas enojado, frustrado, ansioso o con angustia. Sin embargo nadie tiene la culpa de lo que sientes y en la medida de lo posible debemos ser empáticos con los demás.  
Aldous Huxley.  
""El cambio realmente revolucionario deberá lograrse, no en el mundo externo, sino en el interior de los seres humanos."""
894		"Patient-Led Advocacy Group Shares Patient Perspective
Aldous Huxley.  
""El cambio realmente revolucionario deberá lograrse, no en el mundo externo, sino en el interior de los seres humanos.""  
Es normal sentirse triste, estresado, confundido, asustado o enfadado durante una crisis. Puede ser de ayuda hablar con personas de confianza. Póngase en contacto con amigos y familiares. Si debe permanecer en casa, mantenga un estilo de vida saludable, lo que incluye seguir una dieta adecuada, dormir, hacer ejercicio y mantener contactos sociales con sus seres queridos en casa y por correo electrónico y teléfono con otros familiares y amigos.S No recurra al tabaco, el alcohol u otras drogas para lidiar con sus emociones. Si se siente superado por la situación, hable con un trabajador de la salud o un consejero en cuestiones de salud. Tenga un plan, sepa dónde y cómo buscar ayuda para atender sus necesidades de salud física y mental, si es necesario. Infórmese sobre los hechos. Reúna información que le ayude a determinar con precisión su nivel de riesgo para poder tomar precauciones razonables. Busque una fuente creíble, en la que pueda confiar, como el sitio web de la OMS o una agencia de salud pública local o estatal. Limite su nivel de preocupación y nerviosismo reduciendo el tiempo que usted y su familia pasan viendo o escuchando noticias de los medios de comunicación que les generen malestar. Recurra a capacidades que ya haya utilizado en el pasado y le hayan ayudado a sobreponerse a las adversidades de la vida, y utilice esas capacidades para manejar sus emociones durante este difícil periodo de brote."
895		Tags
896		"Tags
Depression Addict OCD Psychology Counseling"
897		Deja un comentario
898		"Deja un comentario
Enviar comentario"
899		"Psique & Ser Lun a Vie 9:00 - 21.00, Sab 9:00 - 14:00  
Siguenos en:  
Estamos para escucharte  
Navega  
Inicio Nosotros Red Clínica Espacio Psicoeducativo Campañas de Solidaridad Servicios Blog Contacto  
Contacto  
Dirección  
Miraflores 837, Miravalle, Benito Juárez 03580  
Dirección  
Hamburgo 15, Juárez. Cuauhtémoc 06660  
Correo electrónico  
psique_ser@outlook.com  
Número telefónico  
+55-3445-8029  
© Copyright 2023 by Amoxtli Web Developers  
psique_ser@outlook.com 55-3445-8029  
search here"
900		"Lun a Vie 9:00 - 21.00, Sab 9:00 - 14:00  
psique_ser@outlook.com  
Nosotros Red Clínica Espacio Psicoeducativo Campañas de Solidaridad Servicios Blog Contacto  
Blog Details"
901		"Blog Details
Home / Blog"
902		"20 Mar  
Patient-Led Advocacy Group Shares Patient Perspective  
Por Psique&Ser"
903		"Patient-Led Advocacy Group Shares Patient Perspective
""La salud es un estado de completo bienestar físico, mental y social y no solamente la ausencia de afecciones o enfermedades.""  
El 10 de octubre se conmemora el Día Mundial de la Salud Mental con el objetivo de concientizar acerca de los diferentes problemas de salud mental en todo el mundo y recordar que la salud mental es la base para construir vidas plenas y satisfactorias, por lo tanto, es un tema de interés para todos y no sólo para aquellos afectados por un trastorno mental transitorio o permanente.  
¿Qué es la salud mental?  
La Organización Mundial de la Salud (OMS) define a la Salud Mental como un estado de bienestar en el cual cada individuo desarrolla su potencial, puede afrontar las tensiones de la vida, puede trabajar de forma productiva y fructífera, y puede aportar algo a su comunidad.  
La salud mental asocia con cuatro concepciones fundamentales:  
ausencia de síntomas disfuncionales. bienestar físico y emocional. calidad de vida, y presencia de atributos individuales positivos.  
Se considera que la Salud Mental se relaciona con un estado de equilibrio entre la persona y su entorno a lo largo de todas las etapas de la vida, el cual incluye una sensación de bienestar emocional, psíquico y social que influye en la forma en que pensamos, sentimos y actuamos cuando enfrentamos la vida. La salud mental también ayuda a determinar cómo nos relacionamos con nosotros mismos, con los demás y la forma en que tomamos decisiones.  
Algunos de los conceptos sobre salud mental incluyen el bienestar subjetivo, la autonomía, uso de nuestras habilidades y competencias así como el reconocimiento de nuestra habilidad para realizarnos intelectual, social y emocionalmente. La salud mental se refiere a la posibilidad de aumentar nuestras capacidades y permitirnos alcanzar nuestros objetivos,.  
¿Qué es la salud mental?"
904		"Patient-Led Advocacy Group Shares Patient Perspective
¿Qué es la salud mental?  
Factores biológicos, neurológicos, psicológicos y genéticos. Factores ambientales y sociales como inseguridad, desastres, violencia, etc. Experiencias conflictivas de la vida familiar, laboral, escolar o de pareja. Nuestro estilo de vida, como la dieta, actividad física y consumo de sustancias. Experiencias de estrés, trauma o abuso.  
Algunas señales que nos indican que podemos experimentar problema de salud mental:  
Cambios en hábitos de alimentación o de sueño. Cambios constantes de humor que causen malestar personal Inicio o incremento del uso alcohol o drogas Sentirse inusualmente confundido, olvidadizo, enojado, molesto, preocupado o asustado Sentimientos de vacío o tener nada o poca energía Aislamiento de personas y actividades que antes disfrutaba Pensar en lastimarse a sí mismo o a otros Incapacidad o gran dificultad para realizar sus tareas diarias Dificultad o incapacidad para resolver conflictos interpersonales  
Beneficios de la salud mental:  
La salud mental nos permite hacer frente a los momentos de estrés de la vida, desarrollar todas nuestras habilidades, ser auténticos, tomar nuestras propias decisiones, poder aprender y trabajar adecuadamente, además de contribuir plenamente en nuestra calidad de vida y en la convivencia con otras personas.  
Además de mejorar nuestra salud física, nos ayuda a generar relaciones de calidad con otras personas así como permitirnos vivir en un estado de bienestar constante y generar proyectos para el futuro.  
Recomendaciones para mantener una buena salud mental:"
905		"Patient-Led Advocacy Group Shares Patient Perspective
Recomendaciones para mantener una buena salud mental:  
Mantener buenos hábitos alimenticios Realizar actividad física con regularidad Evitar el tabaco y el consumo de drogas Mantener rutinas de sueño estables Sentimientos de vacío o tener nada o poca energía Aislamiento de personas y actividades que antes disfrutaba Pensar en lastimarse a sí mismo o a otros Incapacidad o gran dificultad para realizar sus tareas diarias Dificultad o incapacidad para resolver conflictos interpersonales  
El suicidio es definido como el “acto voluntario e intencional mediante el cual la persona causa su propia muerte (OMS, 2006). A pesar de ser un fenómeno muy estudiado, sigue siendo uno de los temas con más estigma, mitos y tabús alrededor. Dicho estigma hace que se limite la difusión y que el hablar del tema sea visto como algo malo, o como una forma de incitar a las personas a realizarlo, cuando en realidad es la principal línea de prevención ya que sensibiliza y visibiliza una realidad que está muy presente a nivel mundial.  
Actualmente el suicidio es la cuarta causa de muerte a nivel mundial con 703 000 casos al año, y la segunda causa de muerte en México con 8,351 casos reportados, siendo la población de 15 a 29 años más afectada por este fenómeno. Dadas las cifras anuales es que organizaciones como la Organización Mundial de la Salud y la Asociación Internacional para la Prevención del Suicidio han ideado el “Día Mundial para la Prevención del Suicidio” que se conmemora el 10 de septiembre con el objetivo de concientizar a la población sobre el tema y lanzar un mensaje muy importante “el suicidio puede prevenirse”."
906		"Patient-Led Advocacy Group Shares Patient Perspective
El suicidio es un fenómeno complejo, multifactorial y que requiere intervenciones multidisciplinarias. Intervienen en él múltiples factores tanto individuales como del ambiente que rodea al sujeto, dichos factores pueden ser de riesgo y aumentar la probabilidad de realizarlo o pueden ser protectores y disminuirlo. Dadas esas condiciones es que se habla que cada caso es diferente, que no es relacional ni causal, es decir, no es un fenómeno de causa y efecto, por lo que tampoco es secuencial ya que no siguen un orden en cómo se presentan. Existen diversos tipos de conducta suicida que varían en naturaleza y gravedad, que van desde las autolesiones, ideación o pensamiento suicida e intento suicida, y los cuales puede presentarse uno sin necesidad de estar presente otro.  
Al ser la conducta suicida y el suicidio fenómenos tan complejos, es que es existen muchos criterios equivocados respecto a él y que simplifican, discriminan, enjuician, encasillan, etiquetan, tratan de manera peyorativa a las personas que lo intentan, generando más estigma y limitando las opciones de intervención y de prevención, debido a la poca información que se tiene sobre él debido a que está prohibido hablar sobre el tema o lo que se habla no es del todo adecuado. Por esa razón es de suma importancia que haya espacios donde se hable del tema, para visibilizarlo y desmitificar todos los juicios erróneos que se hacen respecto a éste y a las personas que lo llevan a cabo.  
El suicido es prevenible, todos podemos contribuir a ello. Escuchemos a quien muestra señales de querer quitarse la vida, y busquemos ayuda. El suicidio es una solución permanente a un problema temporal. No estás solo.  
""El no hablar sobre un tema lo invisibiliza, y una realidad de la que no se habla simplemente no existe"""
907		"Patient-Led Advocacy Group Shares Patient Perspective
""El no hablar sobre un tema lo invisibiliza, y una realidad de la que no se habla simplemente no existe""  
Todos hemos aprendido el rol de papá y mamá “a través de nuestros padres”. Sin darnos cuenta (a veces) nos sorprendemos repitiendo ese comportamiento. Me quedo con la acertada frase del buen Napoleón Bonaparte: “la educación de un niño comienza 20 años antes de su nacimiento… con la educación que recibieron sus padres”. Cuando van creciendo, es fácil olvidar la importancia y la necesidad de estos gestos. Las muestras de afecto pueden ser un poderoso método de enseñanza que debería perdurar… El mensaje que se envía al niño es que es amado, apreciado y reconocido tal cual es.  
Si un niño es mal portado, llora mucho, es exigente o malcriado… ¿Se debe siempre a una carencia de límites o a la falta de una figura de autoridad?  
En parte es cierto, pero… Cuando los niños “se portan mal” en realidad nos están indicando, con su conducta ciertas “pistas” de qué áreas como papás necesitamos trabajar y poner atención. Detrás de un mal comportamiento, hay una necesidad que debe ser atendida. ¿Cómo descubrirla? Elijan un día para hacer con tu pequeño algo que disfruten juntos… En ese momento sabrás qué espera de ti.  
Para que un niño sea atento, amoroso, empático primero debió recibir buenos tratos, abrazos, ser escuchado, ser merecido, acariciado, sentirse acompañado. Lo que necesita un niño es un adulto que juegue, genuino, disponible, que lo apoye, oriente y guie. No son las experiencias traumáticas en si las que alteran la crianza de los hijos, sino el hecho de no haber tenido la posibilidad de elaborar y resolver el impacto emocional. Competencias o habilidades parentales:"
908		"Patient-Led Advocacy Group Shares Patient Perspective
Las competencias parentales se definen como el saber-hacer o “las capacidades prácticas que tienen las madres y los padres para cuidar, proteger y educar a sus hijos, y asegurarles un desarrollo suficientemente sano.  
Comprender las capacidades parentales implica generar conversaciones que permitan a los papás hablar de sí mismos, de sus diferencias y experiencias. En el trabajo con papás es muy importante considerar este componente, el cual se refiere la mentalización que no es otra cosa que la capacidad para entender las propias conductas y ajenas considerando que estas se originan a partir de intenciones, deseos y necesidades.  
Al mismo tiempo es indispensable poner en perspectiva actual a los papás, la importancia de reflexionar y percibir su sentir respecto a su rol como padres, así como de los espacios para procurarse el descanso y “recargar batería” a fin de continuar con las demandas que implica el desarrollo de nuestros pequeños. La salud mental y la física van de la mano. Si ambas se cuidan aseguran una vida estable, saludable y plena. Entre los diferentes tipos de descanso parental que necesitan ser considerados y llevados acabo están:"
909		"Patient-Led Advocacy Group Shares Patient Perspective
Físico: mejora la salud, la mente y recargar energía (dormir lo necesario, tomar siestas, practicas yoga, estiramientos o masajes). Descanso mental: cuando estamos abrumados por varios pendientes; alejarnos de los dispositivos electrónicos, darse un tiempo fuera del espacio de trabajo para dejar de pensar, caminar unos minutos al aire libre, sentarse por unos minutos en silencio hacer respiraciones profundas). Descanso emocional: espacio para expresar honestamente tus sentimientos y emociones (tiempo a solas para reflexionar, ser sincero cuando actúas con los demás, ser directo al hablar de sus necesidades, no postergarse a sí mismo por querer complacer a los demás). Descanso social: necesario para tener conexiones sociales positivas que revitalicen y te hagan sentir bien (pasar tiempo con personas que te sean agradables, rodearte de personas solidarias y positivas o dejar de socializar por un tiempo).  
¿Qué recursos cuentan los papás para desarrollar sus competencias parentales?"
910		"Patient-Led Advocacy Group Shares Patient Perspective
Organización doméstica: Se refieren al establecimiento de reglas, hábitos y responsabilidades que ayuden a mantener un ambiente familiar. Disciplina positiva: Entendida como método de crianza. Las frases que repetimos a los niños una y otra vez durante la infancia se quedan grabadas en su cerebro como circuitos que se activan una y otra vez durante su adolescencia y adultez. Dicha forma de hablarles se convierte en su voz interior, lo que él piensa de sí mismo, lo que cree que es como persona. Los niños merecen nuestro respeto y cuidado y por eso, debemos ser capaces de decir “no” de una forma positiva que no lastime su autoestima. Educar en positivo ayuda a crecer con una mejor autoestima. Apego: Visto como un proceso relacional. Para mantenerlo, se requiere la disposición por parte del papá y/o mamá para comprender la conducta y emociones de su pequeño. Entre sus beneficios se encuentran: Tendencia a la exploración y al aprendizaje, confianza y autonomía, seguridad y confianza social, mayor capacidad de regulación emocional, mejora patrones de sueño, produce sentimientos de pertenencia. Inteligencia emocional: El ejercicio de la parentalidad requiere inteligencia emocional implica la capacidad de reconocer las emociones propias, para poder discriminar en qué registro emocional se está funcionando, así como el poder aceptar las emociones como naturales para canalizar constructivamente mediante comportamientos y discursos que las tranquilicen. A través de la forma en que los papás gestionar sus propios sentimientos y emociones, los niños aprender a entender, validad y expresar las suyas. Empatía: Es la capacidad de comprender las emociones ajenas y el poder de responder en consonancia con estos sentimientos. Manejo de las propias emociones e impulsos para enviar un mensaje de comprensión y de reconocimiento, de legitimidad del otro. A través de la repetición de momentos de sincronía emocional, el niño desarrollara la sensación de que los demás pueden y quieren compartir sus"
911		"Patient-Led Advocacy Group Shares Patient Perspective
mensaje de comprensión y de reconocimiento, de legitimidad del otro. A través de la repetición de momentos de sincronía emocional, el niño desarrollara la sensación de que los demás pueden y quieren compartir sus emociones y sentimientos. Abrazos: Una de las tantas muestras de amor. Estos causan mayores beneficios cuando son dados de manera sorpresiva: sin esperar una fecha especial para ello. Requieren estar en la rutina permanente de cada papá y mamá por sus beneficios operan de modo recíproco: Fortalecen el sistema inmune, relaja los músculos, disminuye la presión arterial, libera la tensión, estimula la oxigenación (rejuvenece), eleva la serotonina favoreciendo tu felicidad, incrementa la confianza."
912		"Patient-Led Advocacy Group Shares Patient Perspective
Papá e hijos conectan emocionalmente de manera más profunda, fortaleciendo su relación. Se impulsan emociones agradables para ambos, fortaleciendo los circuitos neuronales del bienestar. Los niños aprenden a establecer límites físicos y tomar riesgos de manera segura, haciendo incluso que sea menos probable que se lastimen en otros tipos de juegos. Por lo tanto, el juego (rudo o juegos de mesa) es otra expresión que tiene el papá para hacerle saber a su hijo que es amado.  
Por último, una madre o un padre suficientemente buena: no es la que da todo al niño. Es quien identifica las necesidades del niño, quien le sirve de apoyo, es quien da, pero también frustra un poco para que el niño se esfuerce. Aceptarse por no ser la madre o el padre que pensabas que serias y disfrutar de la madre y el padre que eres ahora.  
Los especialistas que atendemos a los padres, no buscamos juzgarlos por la forma en que han llevado su paternidad. Estamos para comprender sus circunstancias, que los ha llevado a ejercer su rol de determinada manera porque a partir de ello, podremos ubicar, juntos, las competencias que han venido desarrollando y que les han brindado muchas satisfacciones en sus hijos y a partir de estas, aprender, desaprender o reaprender otras tantas que los hagan sentirse más satisfechos con su parentalidad.  
Han, 2012, p. 27  
""En este mundo de la positividad solo se admiten cosas que pueden consumirse"""
913		"Patient-Led Advocacy Group Shares Patient Perspective
Han, 2012, p. 27  
""En este mundo de la positividad solo se admiten cosas que pueden consumirse""  
¿Por qué preocupa tanto si nos vemos bien en la selfie que nos tomamos? ¿Por qué es tan importante publicar una foto o una historia en redes sociales de lo que se hizo en el día? ¿Por qué se nos pueden pasar horas de la vida viendo tik toks? ¿Por qué cuando no se tiene el celular en la mano, se siente como si faltara algo? ¿Por qué si hoy en día se cuentan con más vías de comunicación, resulta tan difícil poder decir lo que se siente? ¿Por qué cuando se llega a un lugar y se saluda, la mayoría de la gente ya no responde? ¿Por qué se lleva por bandera la ansiedad al interactuar con los otros? ¿Por qué si hoy en día se quiere ligar, es más factible pedir las redes sociales en lugar del número telefónico? ¿Por qué si se tiene el internet como herramienta, resulta tan tedioso investigar o estudiar algo? ¿Por qué cuesta tanto trabajo tener constancia en una actividad? ¿Por qué si ahora existe el home office, la gente se siente más aislada que tranquila? ¿Por qué si pareciera que tenemos todo para poder, aún así, no podemos? …  
La historia de la humanidad se divide en épocas. Las épocas son periodos de tiempo que marcan un antes y un después en la sociedad. Con la masificación de la tecnología, con los aparatos inteligentes, con las redes de internet gratuitas a lo largo del país y del mundo, con la inteligencia artificial, con las redes sociales como la nueva forma de comunicación y con esta inmediatez que hoy en día existe para creer que se puede “tener o hacer todo” de manera fácil y rápida, se dio inicio a la posmodernidad."
914		"Patient-Led Advocacy Group Shares Patient Perspective
La posmodernidad entendida en un aproximado desde 1970 a la fecha, es un movimiento social y cultural que se caracteriza por la fantasía de creer que hoy en día, nada falta. Esto a su vez, ha generado nuevos lazos sociales, nuevas enfermedades y nuevas maneras de pensar y de comunicarnos.  
Las personas se han vuelto objetos consumibles.  
Si el otro cumple con las expectativas de aquello que se cree que se busca, entonces puede despertar el interés y el deseo en los demás, pero si en algún momento falla, se le desecha con su cualidad de ser “reemplazable”. En la actualidad, la valía del ser humano radica en aquello que tiene para ofrecer. Se elige a aquel que se cree puede proveer de más, de más experiencias, de más economía, de más consejos, de más diversión, de más amistad, de más amor."
915		"Patient-Led Advocacy Group Shares Patient Perspective
Entonces, ¿por qué si ahora existen los lenguajes del amor, aún así hay tantos problemas de comunicación en la pareja?, ¿Por qué si existen los fármacos para controlar los niveles de ansiedad y depresión, aún así la gente se sigue sintiendo mal? ¿Por qué habiendo ya tantas carreras por estudiar, tantas actividades artísticas a desarrollar o tantos estilos de vida, aún así, no se sabe qué elegir? ¿Por qué si estamos en la época de la aceptación de todo aquello que rodea la vida, la idea de pensarse en un lugar lleno de gente y sentirse juzgado, genera fobia? ¿Por qué si hoy en día “está bien estar mal”, “está bien no poder con todo” “está bien ser egoísta y ponerte como prioridad”, “está bien ver por tu salud mental y cortar lazos”, la soledad se siente más que nunca? La subjetividad se ha ido difuminando poco a poco. La infancia se está perdiendo, los niños de la posmodernidad saben más de tecnología que de cuentos fantasiosos o de superhéroes. Las mujeres están cansadas de los estereotipos pero ahora tienen que poder ser todo a la vez: mamás, bloggers y emprendedoras independientes que van al gimnasio. Los hombres están adaptándose a la igualdad de género pero ahora no saben cómo hablarle a las mujeres sin tener el temor de hacerlas sentir acosadas o invalidadas.  
El escrito tiene por objetivo plantear y reflexionar las nuevas maneras de relacionarnos como sociedad y con aquellos que son allegados a nosotros, de dónde vienen estos nuevos lazos sociales y cuáles son sus funciones y preguntarnos, ¿qué es lo que se ha perdido a partir de esto?, ¿cuál es hoy en día, nuestro lugar en el mundo que habitamos?  
¿Quiénes son los fundadores de la disciplina positiva?"
916		"Patient-Led Advocacy Group Shares Patient Perspective
¿Quiénes son los fundadores de la disciplina positiva?  
En 1920, Alfred Adler, médico y psicoterapeuta austríaco, introdujo por primera vez la idea de la educación para madres y padres. Abogó por un trato respetuoso hacia la infancia y también argumentó que los niños y las niñas que no tenían límites o estaban sobre protegidos podrían tener problemas sociales y de comportamiento. Adler y su discípulo Rudolf Dreikurs apostaron por un enfoque amable y firme en la educación y por una crianza basada en el respeto mutuo. A esta nueva manera de entender la educación le llamaron crianza democrática. A finales de los años 30, sus teorías llegaron a los Estados Unidos de la mano de Rudolf Dreikurs.  
En 1988, Jane Nelsen y Lynn Lott, tras un profundo estudio de la psicología adleriana, adaptaron sus conocimientos y crearon lo que hoy en día conocemos como Disciplina Positiva. A partir de ese momento, empezaron a enseñar esta metodología educativa en clases experimentales para madres y padres así como en el aula.  
¿Qué es la disciplina positiva?  
La Disciplina Positiva es un modelo educativo basado en la psicología de Alfred Adler y Rudolf Dreikurs, dos psiquiatras austríacos del siglo XX. Años más tarde, la Dra. Jane Nelsen y Lynn Lott, dos psicólogas americanas, escriben el manual ""Disciplina Positiva. Cómo educar con firmeza y cariño"", en el cual se encargan de sistematizar el modelo y difundirlo. Sin duda, este método, usado por madres y padres, docentes, parejas y líderes empresariales, tiene como objetivo crear relaciones responsables y respetuosas en sus comunidades."
917		"Patient-Led Advocacy Group Shares Patient Perspective
No es ni permisivo ni represivo. Primero se establece una conexión antes de la corrección, porque el objetivo principal es desarrollar el sentido de pertenencia e importancia. No se centra en los castigos, sino en aportar soluciones. El tipo de motivación es intrínseca. Validas sus emociones. Los haces confiar en sus capacidades.  
Hay normas, consecuencias y respeto  
Normas: Debemos enseñarle previamente que significa la norma y para qué hay que aplicarla. El niño se siente involucrado por lo que incrementa su sentido de pertenencia. Si le permito que sea el quien aplique esas normas de forma autónoma, le estoy transmitiendo mi confianza, lo que incrementa su sentido de importancia. Comienza a asumir responsabilidades.  
Respeto: Educar con miedo a un niño no es sinónimo de inculcar respeto y valores, probablemente llegará a la edad adulta y exigirá lo mismo o infundirá temor como lo hicieron con él.  
Consecuencias: Resultado de nuestros actos. Evalúa nuestra conducta. No significa un castigo.  
Autoritarismo = menos respeto para el niño Permisividad = menos respeto para mi. Es equilibrar la balanza entre autoritarismo y permisividad tratar con cariño y dignidad. Para que los limites sean eficaces se necesita: ser firmes y concisos: sin gritos con firmeza y sin entrar en explicaciones. Ser constantes: aunque estés cansado o estresado, los limites deben ser eficaces y claros cada día. Las acciones tienen consecuencias se pierde la credibilidad al no cumplir los límites, no tienen consecuencias. Ser ejemplo: enseñar a través de nuestro comportamiento, ellos no aprenden por lo que decimos, sino por lo que hacemos. Dedicarles el tiempo necesario: cariño y límites deben ir de la mano, jugar con ellos al menos 15 minutos al día."
918		"Patient-Led Advocacy Group Shares Patient Perspective
Tipos de consecuencias:  
Dos tipos de consecuencias las lógicas y naturales. En las lógicas interviene un adulto y en las naturales permite aprender de los errores. Condiciones de las consecuencias lógicas.  
Aquí y ahora, no lo que el niño(a) hizo ayer o la semana pasada. Su aplicación debe hacerse de manera tranquila, respetuosa y sin causar dolor, vergüenza o humillación al niño(a). Revelación anticipada. Es fundamental que en la medida de lo posible, anticipes a tus hijo(a)s las cosas que sucederán cuando se saltan las reglas.  
Estilos educativos:  
Autoritario Negligente Democrático Permisivo  
Diferencia entre motivar y elogiar.  
Motivación es a partir de los 4 años, debido a que existe un nivel de maduración, Existe una conexión, Predica con el ejemplo, Destacar las cualidades del niñx,Hacerle entender el proceso de aprendizaje, El error es una prueba de aprendizaje, la autoestima se desarrolla, reflexiona sobre su comportamiento. Elogiar es controlar. Puede ser positivo como negativo.  
¿Qué hay detrás del mal comportamiento?  
La cima del iceberg, lo que es visible el mal comportamiento y lo no visible que hay detrás de este comportamiento. ¿Por qué no debemos utilizar el muy bien como muletilla?  
Se vuelven adictos a la aprovacion. Actuan movidos por el premio. No permitimos que reflexionen ante sus actos.  
Consecuencias del castigo:"
